Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Assessment Methods (product.metafields.custom.assessment_methods),Course Duration (product.metafields.custom.course_duration),Course Start Dates (product.metafields.custom.course_start_dates),Course Structure (product.metafields.custom.course_structure),Entry Requirements (product.metafields.custom.entry_requirments),Progression Opportunities (product.metafields.custom.progression_opportunities),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Skin care effect (product.metafields.shopify.skin-care-effect),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Status
dermalogica-skin-smoothing-cream-moisturiser,,,,,,,,,100ml,,,,,,,,,0.0,,deny,gift_card,69.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/skin-smoothing-cream_100.jpg?v=1704736811,2,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/skin-smoothing-cream_100.jpg?v=1704736811,lb,,,,,,
dermalogica-skin-smoothing-cream-moisturiser,,,,,,,,,150ml,,,,,,,,,0.0,,deny,gift_card,95.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/supersize-skinsmoothingcream150ml-pdp-saving-UK_jpg.webp?v=1704736832,3,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/skin-smoothing-cream_100.jpg?v=1704736811,lb,,,,,,
dermalogica-skin-smoothing-cream-moisturiser,,,,,,,,,15ml,,,,,,,,"",0.0,,deny,gift_card,17.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0784/7696/8266/files/skin-smoothing-cream-travel-pdp_jpg.webp?v=1704736851,4,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/supersize-skinsmoothingcream150ml-pdp-saving-UK_jpg.webp?v=1704736832,lb,,,,,,
dermalogica-active-moist-moisturiser,Dermalogica Active Moist Moisturiser,"<meta charset=""UTF-8"">
<p data-mce-fragment=""1""><span>Sheer, easy-to-apply formula contains Prebiotic Moisture Complex and a unique combination of plant extracts that help improve surface texture and combat surface dehydration. Natural botanical extracts of Lemon, Cucumber and Burdock help to refine the skin.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Online Products,false,Size,50ml,,,,,,,,"",0.0,,deny,gift_card,45.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0784/7696/8266/files/activemoist50ml.webp?v=1704736387,1,"",true,Dermalogica Dynamic Skin Retinol Serum | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/activemoist50ml.webp?v=1704736387,lb,,,true,,,archived
dermalogica-active-moist-moisturiser,,,,,,,,,100ml,,,,,,,,"",0.0,,deny,gift_card,69.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0784/7696/8266/files/active-moist-100ml-pdp_jpg.webp?v=1704736444,2,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/active-moist-100ml-pdp_jpg.webp?v=1704736444,lb,,,,,,
dermalogica-active-moist-moisturiser,,,,,,,,,150ml,,,,,,,,"",0.0,,deny,gift_card,95.00,,false,false,,,,,"",https://cdn.shopify.com/s/files/1/0784/7696/8266/files/supersize-active-moist-saving-UK_jpg.webp?v=1704736454,3,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/supersize-active-moist-saving-UK_jpg.webp?v=1704736454,lb,,,,,,
dynamic-skin-retinol-serum,Dermalogica Dynamic Skin Retinol Serum,"<meta charset=""UTF-8"">
<p data-mce-fragment=""1"">This fast-acting multi-retinoid serum visibly reduces the four signs of skin ageing in just 2 weeks*. Gentle enough for nightly use, this high-dose retinol serum features a 3.5% Retinoid Complex + soothing Squalane to minimise the appearance of pores, smooth texture for softer skin, even tone, and reverse the look of wrinkles.<br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Use 2 times a week, a few days apart, for the first two weeks, applying only at night</strong>. Increase to alternate nights for another 2 weeks, building to use nightly. If you have been using a retinoid product comfortably, you may introduce it nightly straight away. During the day, always use SPF to help protect your skin against UV exposure.</p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">This product contains retinol, a form of Vitamin A. Suitable for oily, combination and normal skin types. Can be applied on both the face and neck. Avoid the eye area. Temporary redness, flakiness, peeling and sensitivity may occur. These reactions are normal and will fade over time. Use sunscreen during the day. If irritation persists, discontinue use and seek advice from a professional skin therapist. If you are pregnant or breastfeeding, please consult a physician before use.</span></p>
<p data-mce-fragment=""1""><small data-mce-fragment=""1"">*Clinical results with 30 volunteers on reduced appearance of wrinkles, pores, dark spots, and uneven texture in 2 weeks test.</small></p>",Pink Beauty Salon and Academy,Gift Cards,"",Online Products,false,Title,Default Title,,,,,,,,,0.0,,deny,gift_card,89.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/dynamic-retinol-serum.webp?v=1704736059,1,"",true,Dermalogica Dynamic Skin Retinol Serum | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
full-body-1,Full Body,"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal For Men,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,300.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/lasermenfullbody.webp?v=1704559465,1,"",true,Laser Hair Removal for Men | Full Body | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
full-body-1,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,1500.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
lower-back,Lower Back,"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal For Men,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,70.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/lasermenlowerback.jpg?v=1704559398,1,"",true,Laser Hair Removal for Men | Lower Back | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
lower-back,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,350.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
full-back-1,Full Back,"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal For Men,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,120.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/lasermenback.webp?v=1704559315,1,"",true,Laser Hair Removal for Men | Full Back | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
full-back-1,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,600.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
feet-and-toes,Feet and Toes,"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal For Men,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,40.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/lasermenfeet.jpg?v=1704559214,1,"",true,Laser Hair Removal for Men | Feet and Toes | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
feet-and-toes,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,200.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
full-legs,Full Legs,"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal For Men,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,120.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/lasermenlegs_e499d1b4-0513-4315-a0b8-e3109f8c54e1.jpg?v=1704559055,1,"",true,Laser Hair Removal for Men | Full Legs | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
full-legs,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,600.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
lower-legs,Lower Legs,"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal For Men,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,85.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/menlaserhalfleg.webp?v=1704559116,1,"",true,Laser Hair Removal for Men | Lower Legs | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
lower-legs,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,425.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
shoulders,Shoulders,"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal For Men,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,60.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/lasershouldermen.webp?v=1704558276,1,"",true,Laser Hair Removal for Men | Shoulders | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
shoulders,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,240.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
chest-2,Chest or Stomach,"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal For Men,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,95.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/lasermenchest.jpg?v=1704554014,1,"",true,Laser Hair Removal for Men | Underarms | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
chest-2,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,475.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
chest-1,Chest,"<p><meta charset=""UTF-8""><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted facial hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look with minimal maintenance.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal For Men,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,25.00,,false,false,,,,,,,,,true,Laser Hair Removal for Men | Underarms | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
chest-1,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,125.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
chest,Chest,"<p><meta charset=""UTF-8""><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted facial hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look with minimal maintenance.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal For Men,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,25.00,,false,false,,,,,,,,,true,Laser Hair Removal for Men | Underarms | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
chest,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,125.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
underarms-1,Underarms,"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal For Men,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,25.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/lasermenunderarms.jpg?v=1704553881,1,"",true,Laser Hair Removal for Men | Underarms | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
underarms-1,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,125.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
full-arms-1,Full Arms,"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal For Men,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,85.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/lasermenarms.jpg?v=1704553857,1,"",true,Laser Hair Removal for Men | Full Arms| Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
full-arms-1,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,425.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
forearms,Forearms,"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal For Men,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,60.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/lasermenforearm.jpg?v=1704558469,1,"",true,Laser Hair Removal for Men | Forearms| Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
forearms,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,300.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
ears,Ears,"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal For Men,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,25.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/lasermenear.jpg?v=1704553472,1,"",true,Laser Hair Removal for Men | Ears| Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
ears,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,125.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
neck,Front or Back of Neck,"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal For Men,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,30.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/lasermenneck.jpg?v=1704553241,1,"",true,Laser Hair Removal for Men | Front or Back of Neck | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
